sku,title,category,brand,model,retail_price_inr,wholesale_price_inr,moq,stock,rating,image_prompt,image_alt,animation_treatment,poc_only,source_note
BE-0406,Cobalt Battery BAT-1406,Power & Backup,Cobalt,BAT-1406,2949,2420,1,23,4.8,"premium studio product photograph of a battery, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Battery, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0407,Astra UPS UPS-1407,Power & Backup,Astra,UPS-1407,3899,3200,1,30,4.9,"premium studio product photograph of a ups, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra UPS, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0408,Orbis Home Inverter HOM-1408,Power & Backup,Orbis,HOM-1408,4849,3980,1,37,3.8,"premium studio product photograph of a home inverter, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Home Inverter, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0409,IndusTech Surge Protector SUR-1409,Power & Backup,IndusTech,SUR-1409,5799,4760,1,44,3.9,"premium studio product photograph of a surge protector, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Surge Protector, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0410,NovaTek Power Station POW-1410,Power & Backup,NovaTek,POW-1410,5749,4710,1,51,4.0,"premium studio product photograph of a power station, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Power Station, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0411,NovaTek Smart Bulb SMA-1411,Smart Home,NovaTek,SMA-1411,599,490,1,58,4.1,"premium studio product photograph of a smart bulb, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Smart Bulb, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0412,Cobalt Smart Plug SMA-1412,Smart Home,Cobalt,SMA-1412,1549,1270,1,65,4.2,"premium studio product photograph of a smart plug, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Smart Plug, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0413,Astra Smart Display SMA-1413,Smart Home,Astra,SMA-1413,2499,2050,1,72,4.3,"premium studio product photograph of a smart display, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Smart Display, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0414,Orbis IR Remote Hub IRR-1414,Smart Home,Orbis,IRR-1414,3449,2830,1,79,4.4,"premium studio product photograph of a ir remote hub, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis IR Remote Hub, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0415,IndusTech Smart Bulb SMA-1415,Smart Home,IndusTech,SMA-1415,3399,2790,1,3,4.5,"premium studio product photograph of a smart bulb, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Smart Bulb, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0416,NovaTek Smart Plug SMA-1416,Smart Home,NovaTek,SMA-1416,4349,3570,1,10,4.6,"premium studio product photograph of a smart plug, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Smart Plug, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0417,Cobalt Smart Display SMA-1417,Smart Home,Cobalt,SMA-1417,5299,4350,1,17,4.7,"premium studio product photograph of a smart display, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Smart Display, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0418,Astra IR Remote Hub IRR-1418,Smart Home,Astra,IRR-1418,6249,5120,1,24,4.8,"premium studio product photograph of a ir remote hub, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra IR Remote Hub, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0419,Orbis Smart Bulb SMA-1419,Smart Home,Orbis,SMA-1419,1199,980,1,31,4.9,"premium studio product photograph of a smart bulb, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Smart Bulb, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0420,IndusTech Smart Plug SMA-1420,Smart Home,IndusTech,SMA-1420,1149,940,1,38,3.8,"premium studio product photograph of a smart plug, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Smart Plug, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0421,NovaTek Smart Display SMA-1421,Smart Home,NovaTek,SMA-1421,2099,1720,1,45,3.9,"premium studio product photograph of a smart display, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Smart Display, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0422,Cobalt IR Remote Hub IRR-1422,Smart Home,Cobalt,IRR-1422,3049,2500,1,52,4.0,"premium studio product photograph of a ir remote hub, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt IR Remote Hub, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0423,Astra Smart Bulb SMA-1423,Smart Home,Astra,SMA-1423,3999,3280,1,59,4.1,"premium studio product photograph of a smart bulb, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Smart Bulb, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0424,Orbis Smart Plug SMA-1424,Smart Home,Orbis,SMA-1424,4949,4060,1,66,4.2,"premium studio product photograph of a smart plug, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Smart Plug, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0425,IndusTech Smart Display SMA-1425,Smart Home,IndusTech,SMA-1425,4899,4020,1,73,4.3,"premium studio product photograph of a smart display, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Smart Display, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0426,NovaTek IR Remote Hub IRR-1426,Smart Home,NovaTek,IRR-1426,5849,4800,1,80,4.4,"premium studio product photograph of a ir remote hub, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek IR Remote Hub, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0427,Cobalt Smart Bulb SMA-1427,Smart Home,Cobalt,SMA-1427,799,660,1,4,4.5,"premium studio product photograph of a smart bulb, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Smart Bulb, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0428,Astra Smart Plug SMA-1428,Smart Home,Astra,SMA-1428,1749,1430,1,11,4.6,"premium studio product photograph of a smart plug, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Smart Plug, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0429,Orbis Smart Display SMA-1429,Smart Home,Orbis,SMA-1429,2699,2210,1,18,4.7,"premium studio product photograph of a smart display, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Smart Display, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0430,IndusTech IR Remote Hub IRR-1430,Smart Home,IndusTech,IRR-1430,2649,2170,1,25,4.8,"premium studio product photograph of a ir remote hub, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech IR Remote Hub, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0431,NovaTek Smartwatch SMA-1431,Wearables,NovaTek,SMA-1431,1199,980,1,32,4.9,"premium studio product photograph of a smartwatch, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Smartwatch, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0432,Cobalt Fitness Band FIT-1432,Wearables,Cobalt,FIT-1432,2149,1760,1,39,3.8,"premium studio product photograph of a fitness band, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Fitness Band, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0433,Astra GPS Watch GPS-1433,Wearables,Astra,GPS-1433,3099,2540,1,46,3.9,"premium studio product photograph of a gps watch, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra GPS Watch, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0434,Orbis Smartwatch SMA-1434,Wearables,Orbis,SMA-1434,4049,3320,1,53,4.0,"premium studio product photograph of a smartwatch, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Smartwatch, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0435,IndusTech Fitness Band FIT-1435,Wearables,IndusTech,FIT-1435,3999,3280,1,60,4.1,"premium studio product photograph of a fitness band, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Fitness Band, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0436,NovaTek GPS Watch GPS-1436,Wearables,NovaTek,GPS-1436,4949,4060,1,67,4.2,"premium studio product photograph of a gps watch, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek GPS Watch, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0437,Cobalt Smartwatch SMA-1437,Wearables,Cobalt,SMA-1437,5899,4840,1,74,4.3,"premium studio product photograph of a smartwatch, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Smartwatch, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0438,Astra Fitness Band FIT-1438,Wearables,Astra,FIT-1438,6849,5620,1,81,4.4,"premium studio product photograph of a fitness band, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Fitness Band, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0439,Orbis GPS Watch GPS-1439,Wearables,Orbis,GPS-1439,1799,1480,1,5,4.5,"premium studio product photograph of a gps watch, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis GPS Watch, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0440,IndusTech Smartwatch SMA-1440,Wearables,IndusTech,SMA-1440,1749,1430,1,12,4.6,"premium studio product photograph of a smartwatch, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Smartwatch, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0441,NovaTek Fitness Band FIT-1441,Wearables,NovaTek,FIT-1441,2699,2210,1,19,4.7,"premium studio product photograph of a fitness band, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Fitness Band, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0442,Cobalt GPS Watch GPS-1442,Wearables,Cobalt,GPS-1442,3649,2990,1,26,4.8,"premium studio product photograph of a gps watch, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt GPS Watch, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0443,Astra Smartwatch SMA-1443,Wearables,Astra,SMA-1443,4599,3770,1,33,4.9,"premium studio product photograph of a smartwatch, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Smartwatch, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0444,Orbis Fitness Band FIT-1444,Wearables,Orbis,FIT-1444,5549,4550,1,40,3.8,"premium studio product photograph of a fitness band, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Fitness Band, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0445,IndusTech GPS Watch GPS-1445,Wearables,IndusTech,GPS-1445,5499,4510,1,47,3.9,"premium studio product photograph of a gps watch, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech GPS Watch, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0446,NovaTek Smartwatch SMA-1446,Wearables,NovaTek,SMA-1446,6449,5290,1,54,4.0,"premium studio product photograph of a smartwatch, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Smartwatch, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0447,Cobalt Fitness Band FIT-1447,Wearables,Cobalt,FIT-1447,1399,1150,1,61,4.1,"premium studio product photograph of a fitness band, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Fitness Band, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0448,Astra GPS Watch GPS-1448,Wearables,Astra,GPS-1448,2349,1930,1,68,4.2,"premium studio product photograph of a gps watch, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra GPS Watch, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0449,Cobalt Power Bank POW-1449,Mobile Accessories,Cobalt,POW-1449,999,820,20,75,4.3,"premium studio product photograph of a power bank, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Power Bank, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0450,Astra USB-C Cable USB-1450,Mobile Accessories,Astra,USB-1450,949,780,5,82,4.4,"premium studio product photograph of a usb-c cable, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra USB-C Cable, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0451,Orbis Fast Charger FAS-1451,Mobile Accessories,Orbis,FAS-1451,1899,1560,10,6,4.5,"premium studio product photograph of a fast charger, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Fast Charger, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0452,IndusTech Phone Case PHO-1452,Mobile Accessories,IndusTech,PHO-1452,2849,2340,20,13,4.6,"premium studio product photograph of a phone case, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Phone Case, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0453,NovaTek Wireless Charger WIR-1453,Mobile Accessories,NovaTek,WIR-1453,3799,3120,5,20,4.7,"premium studio product photograph of a wireless charger, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Wireless Charger, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0454,Cobalt Power Bank POW-1454,Mobile Accessories,Cobalt,POW-1454,4749,3890,10,27,4.8,"premium studio product photograph of a power bank, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Power Bank, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0455,Astra USB-C Cable USB-1455,Mobile Accessories,Astra,USB-1455,4699,3850,20,34,4.9,"premium studio product photograph of a usb-c cable, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra USB-C Cable, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0456,Orbis Fast Charger FAS-1456,Mobile Accessories,Orbis,FAS-1456,5649,4630,5,41,3.8,"premium studio product photograph of a fast charger, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Fast Charger, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0457,IndusTech Phone Case PHO-1457,Mobile Accessories,IndusTech,PHO-1457,599,490,10,48,3.9,"premium studio product photograph of a phone case, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Phone Case, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0458,NovaTek Wireless Charger WIR-1458,Mobile Accessories,NovaTek,WIR-1458,1549,1270,20,55,4.0,"premium studio product photograph of a wireless charger, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Wireless Charger, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0459,Cobalt Power Bank POW-1459,Mobile Accessories,Cobalt,POW-1459,2499,2050,5,62,4.1,"premium studio product photograph of a power bank, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Power Bank, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0460,Astra USB-C Cable USB-1460,Mobile Accessories,Astra,USB-1460,2449,2010,10,69,4.2,"premium studio product photograph of a usb-c cable, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra USB-C Cable, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0461,Orbis Fast Charger FAS-1461,Mobile Accessories,Orbis,FAS-1461,3399,2790,20,76,4.3,"premium studio product photograph of a fast charger, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Fast Charger, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0462,IndusTech Phone Case PHO-1462,Mobile Accessories,IndusTech,PHO-1462,4349,3570,5,83,4.4,"premium studio product photograph of a phone case, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Phone Case, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0463,NovaTek Wireless Charger WIR-1463,Mobile Accessories,NovaTek,WIR-1463,5299,4350,10,7,4.5,"premium studio product photograph of a wireless charger, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Wireless Charger, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0464,Cobalt Power Bank POW-1464,Mobile Accessories,Cobalt,POW-1464,6249,5120,20,14,4.6,"premium studio product photograph of a power bank, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Power Bank, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0465,Astra USB-C Cable USB-1465,Mobile Accessories,Astra,USB-1465,199,160,5,21,4.7,"premium studio product photograph of a usb-c cable, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra USB-C Cable, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0466,Orbis Fast Charger FAS-1466,Mobile Accessories,Orbis,FAS-1466,1149,940,10,28,4.8,"premium studio product photograph of a fast charger, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Fast Charger, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0467,IndusTech Phone Case PHO-1467,Mobile Accessories,IndusTech,PHO-1467,2099,1720,20,35,4.9,"premium studio product photograph of a phone case, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Phone Case, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0468,NovaTek Wireless Charger WIR-1468,Mobile Accessories,NovaTek,WIR-1468,3049,2500,5,42,3.8,"premium studio product photograph of a wireless charger, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Wireless Charger, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0469,Cobalt Power Bank POW-1469,Mobile Accessories,Cobalt,POW-1469,3999,3280,10,49,3.9,"premium studio product photograph of a power bank, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Power Bank, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0470,Astra USB-C Cable USB-1470,Mobile Accessories,Astra,USB-1470,3949,3240,20,56,4.0,"premium studio product photograph of a usb-c cable, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra USB-C Cable, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0471,Orbis Fast Charger FAS-1471,Mobile Accessories,Orbis,FAS-1471,4899,4020,5,63,4.1,"premium studio product photograph of a fast charger, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Fast Charger, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0472,IndusTech Phone Case PHO-1472,Mobile Accessories,IndusTech,PHO-1472,5849,4800,10,70,4.2,"premium studio product photograph of a phone case, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Phone Case, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0473,NovaTek Wireless Charger WIR-1473,Mobile Accessories,NovaTek,WIR-1473,799,660,20,77,4.3,"premium studio product photograph of a wireless charger, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Wireless Charger, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0474,Cobalt Power Bank POW-1474,Mobile Accessories,Cobalt,POW-1474,1749,1430,5,84,4.4,"premium studio product photograph of a power bank, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Power Bank, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0475,Astra USB-C Cable USB-1475,Mobile Accessories,Astra,USB-1475,1699,1390,10,8,4.5,"premium studio product photograph of a usb-c cable, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra USB-C Cable, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0476,Orbis Fast Charger FAS-1476,Mobile Accessories,Orbis,FAS-1476,2649,2170,20,15,4.6,"premium studio product photograph of a fast charger, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis Fast Charger, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0477,IndusTech Phone Case PHO-1477,Mobile Accessories,IndusTech,PHO-1477,3599,2950,5,22,4.7,"premium studio product photograph of a phone case, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Phone Case, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0478,NovaTek Wireless Charger WIR-1478,Mobile Accessories,NovaTek,WIR-1478,4549,3730,10,29,4.8,"premium studio product photograph of a wireless charger, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Wireless Charger, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0479,Cobalt Power Bank POW-1479,Mobile Accessories,Cobalt,POW-1479,5499,4510,20,36,4.9,"premium studio product photograph of a power bank, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Power Bank, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0480,Astra USB-C Cable USB-1480,Mobile Accessories,Astra,USB-1480,5449,4470,5,43,3.8,"premium studio product photograph of a usb-c cable, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra USB-C Cable, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0481,NovaTek Wireless Mouse WIR-1481,Computer Accessories,NovaTek,WIR-1481,499,410,10,50,3.9,"premium studio product photograph of a wireless mouse, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Wireless Mouse, front three-quarter product view",slow-360-spin,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0482,Cobalt Mechanical Keyboard MEC-1482,Computer Accessories,Cobalt,MEC-1482,1449,1190,20,57,4.0,"premium studio product photograph of a mechanical keyboard, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Mechanical Keyboard, front three-quarter product view",hotspot-reveal,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0483,Astra Webcam WEB-1483,Computer Accessories,Astra,WEB-1483,2399,1970,5,64,4.1,"premium studio product photograph of a webcam, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Webcam, front three-quarter product view",parallax-depth,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0484,Orbis USB-C Hub USB-1484,Computer Accessories,Orbis,USB-1484,3349,2750,10,71,4.2,"premium studio product photograph of a usb-c hub, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Orbis USB-C Hub, front three-quarter product view",color-swap,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0485,IndusTech Laptop Stand LAP-1485,Computer Accessories,IndusTech,LAP-1485,3299,2710,20,78,4.3,"premium studio product photograph of a laptop stand, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","IndusTech Laptop Stand, front three-quarter product view",exploded-view,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0486,NovaTek Wireless Mouse WIR-1486,Computer Accessories,NovaTek,WIR-1486,4249,3480,5,85,4.4,"premium studio product photograph of a wireless mouse, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","NovaTek Wireless Mouse, front three-quarter product view",light-sweep,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0487,Cobalt Mechanical Keyboard MEC-1487,Computer Accessories,Cobalt,MEC-1487,5199,4260,10,9,4.5,"premium studio product photograph of a mechanical keyboard, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Cobalt Mechanical Keyboard, front three-quarter product view",none-reduced-motion,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
BE-0488,Astra Webcam WEB-1488,Computer Accessories,Astra,WEB-1488,6149,5040,20,16,4.6,"premium studio product photograph of a webcam, clean neutral background, ecommerce catalog, front three-quarter view, no logo, 1:1","Astra Webcam, front three-quarter product view",card-tilt,YES,"Synthetic proof-of-concept record; replace price, stock, brand and media before production"
